,L_1,T_1
0,2.1593404321042846,210.16910244616017
1,2.133207000142524,441.39438946456323
2,2.7451511157416535,450.0698183395975
3,0.5163949429206067,354.1761839651872
4,8.410162215051032e-05,256.0486279716668
5,0.12360912532348867,261.10095154732187
6,1.0075716579369798,401.48125306796766
7,0.517791662322306,655.9452478063957
8,1.063171881738377,173.97063122675627
9,0.9608315904537581,1507.6703631617584
10,0.0035085748056323564,220.7190332075795
11,0.4957833141647703,219.30344784786203
12,0.6809735806618996,411.92243484524175
13,0.8215287229792815,340.10734938521
14,0.05709973691053464,277.65024575587785
15,0.416649528492327,174.0310039402388
16,0.37825838564177733,187.03461611483795
17,0.4855515757600391,419.67280673980116
18,0.08816701422668453,203.94423145090562
19,0.7557876678464434,247.2625833035584
20,0.008142827252243037,246.91300857300135
21,0.10787261828686559,1011.2293564830645
22,1.538716784859727,1005.531974212329
23,0.863775851014452,430.61464988720496
24,1.346624272808818,482.2602226321969
25,0.4317833238385314,312.45416111606437
26,0.43907859951056,338.94849353701966
27,1.395430128201649,375.36384665793685
28,0.32251635274418167,203.1807896173405
29,0.0016726561672173147,439.8757640931834
30,9.367086254817973e-05,320.6291336087422
31,0.49308250792667147,295.71885097454077
32,0.14501876375663617,286.44898713032944
33,5.044175341467914,369.83738416170854
34,0.25946522141310957,500.1260865101053
35,1.9123510397370052,226.67947926740123
36,0.631533124425476,304.8974009232123
37,3.834336763951649,315.59590313260725
38,0.5760807336645575,194.5552949542461
39,0.30949444923988234,213.27273577522078
40,1.2583005520339017,198.02297182718408
41,0.028465810736008512,227.2660866494324
42,0.024091072872596906,179.70459377905178
43,0.4933177824855554,265.8831368111659
44,1.9758411173488875,272.9297918043269
45,0.3097268341220597,268.6280334348734
46,0.3626055644387427,186.50195213269438
47,3.8443765964755965,619.1584334822226
48,0.005956342803966748,503.5044057277981
49,2.364148809515631,332.9626873195571
50,0.7670888701271379,238.99158978389798
51,0.001931183472963766,253.94056881164113
52,1.4423712219449558,193.82721152051502
53,0.49325920468468815,238.0999856897765
54,4.336501845002638,373.9833015791057
55,1.045306851347509,375.17203615859296
56,0.0015946374358456511,615.2966170663774
57,0.2956279279487869,195.82002056918077
58,1.0872989931642019,303.7571508643991
59,0.287266642343083,186.7477186312946
60,1.8561119366225751,230.79099271129434
61,0.5749331360411873,637.5308762869673
62,1.8814518262143949,1252.36394235732
63,2.941114592514401,488.25465773483666
64,2.663737904806124,529.6607883457972
65,0.2141080210388966,391.5375163285057
66,0.009991165103316551,400.9153088735917
67,1.185805514373766,369.9974721866252
68,1.91473069905792,347.7367346335255
69,0.3526859402695005,341.3991070079882
70,2.4882519602985766,238.75151110576508
71,0.7200056353476588,226.37170364323373
72,0.6110453430905346,224.38376935680793
73,0.5865777670738762,193.91022309370908
74,1.5352500219501797,443.0846324449135
75,0.031195241628083046,733.4444701010592
76,0.8455965089803945,329.97922265590296
77,0.3662806146731197,231.72137745633975
78,0.045905980488856156,232.52473588694778
79,0.8946032941447825,238.85806533582448
80,0.9552550501653823,234.65339259151187
81,2.7817705720746426,277.45491623693164
82,1.3176016448856531,292.35449863873805
83,0.8426496474505636,3451.6719890813515
84,3.075954496031909,275.435898720882
85,3.8509830517147488,888.4937884409876
86,0.053384715667322655,365.3831618900061
87,0.7296282476730627,227.2669949964657
88,1.6805567276050994,295.49162304829304
89,0.9253678870135718,217.43255930449942
90,1.6300133355533601,234.13410524934807
91,0.21503656854112801,565.218971467087
92,0.5288867764507593,340.39260751247036
93,0.11070766981978734,330.92870985689757
94,0.12252518930886155,285.5083619097076
95,0.04082489395446403,417.46578774125607
96,2.481601957385519,265.290071969041
97,0.804655613146295,249.51831208068612
98,0.023840371799459893,252.3547660123219
99,0.0005228737279143807,283.85643165754993
100,1.9546207855307967,269.0025244005015
101,2.0868293703494287,603.6333896547143
102,0.011673413116769435,261.30171344902493
103,1.7107398226257498,154.54901046382327
104,0.926754317962423,315.1388572714779
105,2.2912714193749943,394.665649738636
106,1.1267233700869768,278.9157558068996
107,0.16160957644928478,360.13150252448696
