,0
505,0.9991006431016861
506,0.9991375630462935
507,0.9991742413882223
508,0.9992105807854403
509,0.9992464043646361
510,0.9992817651094984
511,0.9993170584656406
512,0.9993518320260503
513,0.9993861622453771
514,0.9994199139476657
515,0.9994533027384689
516,0.9994863032470741
517,0.9995190086868138
518,0.999551110854164
519,0.9995824700477844
520,0.9996135492539805
521,0.999643963752518
522,0.9996740898759843
523,0.9997037410922327
524,0.9997331919811187
525,0.9997623604656696
526,0.9997910867733059
527,0.9998185583245797
528,0.9998457737024117
529,0.9998713722693988
530,0.99989644056699
531,0.9999207742988652
532,0.9999420476019687
533,0.9999602413782339
534,0.9999772315391144
535,0.9999863847111339
536,0.9999923920702846
537,0.9999979529593482
538,0.9999997988008469
539,0.9999999977875647
540,0.9999999999999984
541,0.9999999999999984
542,0.9999999999999984
543,0.9999999999999984
544,0.9999999999999984
545,0.9999999999999984
546,0.9999999999999984
547,0.9999999999999984
548,0.9999999999999984
549,0.9999999999999984
550,0.9999999999999984
551,0.9999999999999984
552,0.9999999999999984
553,0.9999999999999984
554,0.9999999999999984
555,0.9999999999999984
556,0.9999999999999984
557,0.9999999999999984
558,0.9999999999999984
559,0.9999999999999984
560,0.9999999999999984
561,0.9999999999999984
562,0.9999999999999984
563,0.9999999999999984
564,0.9999999999999984
565,0.9999999999999984
566,0.9999999999999984
567,0.9999999999999984
568,0.9999999999999984
569,0.9999999999999984
570,0.9999999999999984
571,0.9999999999999984
572,0.9999999999999984
573,0.9999999999999984
574,0.9999999999999984
575,0.9999999999999984
576,0.9999999999999984
577,0.9999999999999984
578,0.9999999999999984
579,0.9999999999999984
580,0.9999999999999984
581,0.9999999999999984
582,0.9999999999999984
583,0.9999999999999984
584,0.9999999999999984
585,0.9999999999999984
586,0.9999999999999984
587,0.9999999999999984
588,0.9999999999999984
589,0.9999999999999984
590,0.9999999999999984
591,0.9999999999999984
592,0.9999999999999984
593,0.9999999999999984
594,0.9999999999999984
595,0.9999999999999984
596,0.9999999999999984
597,0.9999999999999984
598,0.9999999999999984
599,0.9999999999999984
600,0.9999999999999984
601,0.9999999999999984
602,0.9999999999999984
603,0.9999999999999984
604,0.9999999999999984
605,0.9999999999999984
606,0.9999999999999984
607,0.9999999999999984
608,0.9999999999999984
609,0.9999999999999984
610,0.9999999999999984
611,0.9999999999999984
612,0.9999999999999984
613,0.9999999999999984
614,0.9999999999999984
615,0.9999999999999984
616,0.9999999999999984
617,0.9999999999999984
618,0.9999999999999984
619,0.9999999999999984
620,0.9999999999999984
621,0.9999999999999984
622,0.9999999999999984
623,0.9999999999999984
624,0.9999999999999984
625,0.9999999999999984
626,0.9999999999999984
627,0.9999999999999984
628,0.9999999999999984
629,0.9999999999999984
630,0.9999999999999984
631,0.9999999999999984
632,0.9999999999999984
633,0.9999999999999984
634,0.9999999999999984
635,0.9999999999999984
636,0.9999999999999984
637,0.9999999999999984
638,0.9999999999999984
639,0.9999999999999984
640,0.9999999999999984
641,0.9999999999999984
642,0.9999999999999984
643,0.9999999999999984
644,0.9999999999999984
645,0.9999999999999984
646,0.9999999999999984
647,0.9999999999999984
648,0.9999999999999984
649,0.9999999999999984
650,0.9999999999999984
651,0.9999999999999984
652,0.9999999999999984
653,0.9999999999999984
654,0.9999999999999984
655,0.9999999999999984
656,0.9999999999999984
657,0.9999999999999984
658,0.9999999999999984
659,0.9999999999999984
660,0.9999999999999984
661,0.9999999999999984
662,0.9999999999999984
663,0.9999999999999984
664,0.9999999999999984
665,0.9999999999999984
666,0.9999999999999984
667,0.9999999999999984
668,0.9999999999999984
669,0.9999999999999984
670,0.9999999999999984
671,0.9999999999999984
672,0.9999999999999984
673,0.9999999999999984
674,0.9999999999999984
675,0.9999999999999984
676,0.9999999999999984
677,0.9999999999999984
678,0.9999999999999984
679,0.9999999999999984
680,0.9999999999999984
681,0.9999999999999984
682,0.9999999999999984
683,0.9999999999999984
684,0.9999999999999984
685,0.9999999999999984
686,0.9999999999999984
687,0.9999999999999984
688,0.9999999999999984
689,0.9999999999999984
690,0.9999999999999984
691,0.9999999999999984
692,0.9999999999999984
693,0.9999999999999984
694,0.9999999999999984
695,0.9999999999999984
696,0.9999999999999984
697,0.9999999999999984
698,0.9999999999999984
699,0.9999999999999984
700,0.9999999999999984
701,0.9999999999999984
702,0.9999999999999984
703,0.9999999999999984
704,0.9999999999999984
705,0.9999999999999984
706,0.9999999999999984
707,0.9999999999999984
708,0.9999999999999984
709,0.9999999999999984
710,0.9999999999999984
711,0.9999999999999984
712,0.9999999999999984
713,0.9999999999999984
714,0.9999999999999984
715,0.9999999999999984
716,0.9999999999999984
717,0.9999999999999984
718,0.9999999999999984
719,0.9999999999999984
720,0.9999999999999984
721,0.9999999999999984
722,0.9999999999999984
723,0.9999999999999984
724,0.9999999999999984
725,0.9999999999999984
726,0.9999999999999984
727,0.9999999999999984
728,0.9999999999999984
729,0.9999999999999984
730,0.9999999999999984
731,0.9999999999999984
732,0.9999999999999984
733,0.9999999999999984
734,0.9999999999999984
735,0.9999999999999984
736,0.9999999999999984
737,0.9999999999999984
738,0.9999999999999984
739,0.9999999999999984
740,0.9999999999999984
741,0.9999999999999984
742,0.9999999999999984
743,0.9999999999999984
744,0.9999999999999984
745,0.9999999999999984
746,0.9999999999999984
747,0.9999999999999984
748,0.9999999999999984
749,0.9999999999999984
750,0.9999999999999984
751,0.9999999999999984
752,0.9999999999999984
753,0.9999999999999984
754,0.9999999999999984
755,0.9999999999999984
756,0.9999999999999984
757,0.9999999999999984
758,0.9999999999999984
759,0.9999999999999984
760,0.9999999999999984
761,0.9999999999999984
762,0.9999999999999984
763,0.9999999999999984
764,0.9999999999999984
765,0.9999999999999984
766,0.9999999999999984
767,0.9999999999999984
768,0.9999999999999984
769,0.9999999999999984
770,0.9999999999999984
771,0.9999999999999984
772,0.9999999999999984
773,0.9999999999999984
774,0.9999999999999984
775,0.9999999999999984
776,0.9999999999999984
777,0.9999999999999984
778,0.9999999999999984
779,0.9999999999999984
780,0.9999999999999984
781,0.9999999999999984
782,0.9999999999999984
783,0.9999999999999984
